home_no,host_name,host_age,host_phone,host_gender,guardian_name,guardian_phone,relation,host_register_no,host_account_no,host_bank,rent,lat,lng,introduce,host_personality_no,home_option_no,si,sgg,emd,ro,detail,register_member_role
1143,윤광수,92,01050316164,M,이미숙,01013837872,자녀,050010-1800718,013-544334939539,부산,31,37.468515,126.93916,슬기로운서울대.프라임.베리타스.화이트분리형.남향,1143,1143,서울,관악구,empty,대학7길 25,empty,UNAUTHORIZED_MEMBER
1144,이상철,77,01087526820,M,김시우,01084855992,자녀,950800-1192614,002-120449679094,우리,40,37.466703,126.939788,신축급 분리형 풀옵션 선호도 좋은매물,1144,1144,서울,관악구,empty,신림로11길 85,empty,USER
1145,이성호,67,01009350637,M,박영숙,01035778594,자녀,690203-2244080,001-657163448846,국민,40,37.467596,126.934644,"녹두거리, 분리형, 풀옵션",1145,1145,서울,관악구,empty,신림로23길 73,empty,USER
1146,안성호,75,01068608694,M,이시우,01019858343,자녀,980912-2962075,006-949847160476,기업,38,37.466344,126.938776,최저보증월세대학동 넓은 풀옵션 화이트톤리모델링OK,1146,1146,서울,관악구,empty,신림로11길 91,empty,UNAUTHORIZED_MEMBER
1147,고주원,73,01096568290,M,류춘자,01011074731,자녀,000808-1722611,012-209235716242,토스,35,37.467195,126.934559,empty,1147,1147,서울,관악구,empty,신림로23길 85,empty,UNAUTHORIZED_MEMBER
1148,박상호,87,01032784113,M,서중수,01095278453,자녀,900815-2743644,002-702967870188,우리,34,37.468517,126.93901,최저보증월세넓은분리형원룸쏟아지는채광위치좋은추천원룸,1148,1148,서울,관악구,empty,대학7길 23,empty,USER
1149,이숙자,79,01095101623,F,이지훈,01039647542,자녀,510900-2821888,006-857254667876,기업,30,37.467195,126.934559,최저보증월세분리형원룸지상층풀옵션깔끔하고안전한원룸,1149,1149,서울,관악구,empty,신림로23길 85,empty,UNAUTHORIZED_MEMBER
1150,류정수,95,01005588378,M,김지연,01025000977,자녀,430714-1530999,008-908364279580,SC제일,38,37.465803,126.936858,채광좋은 옥탑느낌의 원룸,1150,1150,서울,관악구,empty,대학12길 35,empty,UNAUTHORIZED_MEMBER
1151,배도현,67,01020791524,M,박성현,01009890878,자녀,880728-2425302,011-904957249242,산업,33,37.468517,126.93901,"가격좋은원룸위치,구조,채광 삼박자",1151,1151,서울,관악구,empty,대학7길 23,empty,USER
1152,이서현,72,01084878685,F,최서준,01094009871,자녀,700522-1157244,005-780299963057,농협,37,37.46727,126.937085,empty,1152,1152,서울,관악구,empty,대학10길 9,empty,UNAUTHORIZED_MEMBER
1153,이순옥,96,01016776706,F,허중수,01063082713,자녀,960218-2511317,020-263637602621,제주,30,37.466363,126.935178,최저보증월세공과금전부포함지상층풀옵션공실없는매물,1153,1153,서울,관악구,empty,호암로20길 87,empty,USER
1154,송정남,74,01003371389,M,박서윤,01042738832,자녀,860106-1521137,023-047625208266,케이,23,37.466185,126.939823,전기빼고 관리비 다 포함한 월세가 28만원,1154,1154,서울,관악구,empty,신림로11길 97,empty,USER
1155,김예준,100,01032235202,M,김영진,01021248489,자녀,640118-2600858,015-673404752841,대구,23,37.466705,126.939945,위치좋은 화이트톤 이쁜방,1155,1155,서울,관악구,empty,신림로11길 85,empty,UNAUTHORIZED_MEMBER
1156,백정남,68,01081921174,M,최정호,01038213542,자녀,950303-2646080,015-606953797662,대구,36,37.46795,126.934303,가성비 최고쾌적한방화이트톤풀옵션,1156,1156,서울,관악구,empty,신림로23길 68,empty,UNAUTHORIZED_MEMBER
1157,엄승현,95,01049695429,M,박영철,01086877411,자녀,040922-2051511,014-170457010270,경남,35,37.466455,126.93474,북유럽풍 창문.탑층 끝방 미친뷰를 자랑하는 정말 조용한 분리형 원룸.,1157,1157,서울,관악구,empty,신림로21길 87,empty,UNAUTHORIZED_MEMBER
1158,김정식,80,01060779275,M,김미영,01065063190,자녀,170509-2427244,012-411108288963,토스,32,37.467664,126.933466,"위치좋은,공과금없음,리모델링",1158,1158,서울,관악구,empty,호암로20길 25,empty,UNAUTHORIZED_MEMBER
1159,송영철,94,01076640925,M,박정호,01002106543,자녀,720324-1201059,012-735100789884,토스,30,37.465186,126.935491,신축급분리형양창채광맛집,1159,1159,서울,관악구,empty,대학12길 70,empty,UNAUTHORIZED_MEMBER
1160,우채원,87,01000780596,F,김옥순,01017571317,자녀,260128-1953588,009-295339146081,우체국,26,37.46795,126.934303,가성비 최고일성투루엘 화이트톤풀옵션,1160,1160,서울,관악구,empty,신림로23길 68,empty,UNAUTHORIZED_MEMBER
1161,김민수,74,01079417940,M,김미숙,01020291112,자녀,650529-1023055,003-467373506016,신한,22,37.46498,126.935621,리모델링분리형갓성비,1161,1161,서울,관악구,신림동,empty,empty,UNAUTHORIZED_MEMBER
1162,박재현,96,01040266927,M,김미정,01060198886,자녀,850412-2418374,020-942603042725,제주,15,37.465867,126.936653,가성비 저렴하고 위치도 좋은 착한원룸,1162,1162,서울,관악구,empty,대학12길 36,empty,USER
1163,이서준,76,01097736612,M,차민서,01010426812,자녀,830215-1930676,011-102815090287,산업,28,37.467801,126.933541,화이트톤 리모델링학원가 인접분리형,1163,1163,서울,관악구,empty,호암로20길 23,empty,UNAUTHORIZED_MEMBER
1164,김성호,67,01058618507,M,최재현,01032345259,자녀,520300-2547329,012-594342891398,토스,32,37.46727,126.937085,위치좋은 분리형 깔끔한방,1164,1164,서울,관악구,empty,대학10길 9,empty,USER
1165,이미경,77,01027200573,F,이광수,01007759178,자녀,140703-1723419,002-118534872820,우리,25,37.465653,126.935091,공과금 없음 위치좋은 풀옵션,1165,1165,서울,관악구,empty,대학14길 64,empty,UNAUTHORIZED_MEMBER
1166,김정희,90,01031822832,F,윤민석,01080327208,자녀,600802-1338346,017-458678270489,광주,25,37.465016,126.938789,공원버스정류장1분주차가능리모델링,1166,1166,서울,관악구,empty,대학길 137,empty,USER
1167,장경숙,71,01027916192,F,박춘자,01064150122,자녀,150524-1912513,009-500011052934,우체국,40,37.466455,126.93474,깔끔하고 정말 조용한 분리형 원룸.적은 보증금으로 가성비 끝판왕,1167,1167,서울,관악구,empty,신림로21길 87,empty,USER
1168,홍정숙,80,01009287028,F,심승현,01090376495,자녀,250909-1243542,001-247513862518,국민,36,37.468476,126.932781,베란다 있는 신림선 역세권 풀옵션 분리형 원룸,1168,1168,서울,관악구,empty,호암로26가길 58,empty,USER
1169,김현주,69,01065412949,F,이준서,01040972437,자녀,920326-1558091,005-574993952329,농협,31,37.467641,126.938325,깔끔한 화이트톤 오픈형 풀옵션,1169,1169,서울,관악구,empty,신림로11길 62,empty,USER
1170,김채원,91,01019584527,F,김윤서,01049471273,자녀,540601-1446806,005-005661372384,농협,35,37.468476,126.932781,신림선 역세권 풀옵션 분리형 원룸,1170,1170,서울,관악구,empty,호암로26가길 58,empty,UNAUTHORIZED_MEMBER
1171,오영철,100,01035503881,M,이도현,01025483652,자녀,960127-2184611,003-197584576010,신한,30,37.466705,126.939945,깔끔한 오픈형 풀옵션 서두르세요,1171,1171,서울,관악구,empty,신림로11길 85,empty,USER
1172,엄민수,91,01008867539,M,윤현준,01083673398,자녀,190815-2310149,001-891696391435,국민,31,37.465708,126.939449,큰방 찾으시분 어서 오세요,1172,1172,서울,관악구,empty,신림로11길 115,empty,USER
1173,안민지,92,01021945936,F,김은경,01026750832,자녀,760512-2840175,013-635320509635,부산,25,37.465156,126.936532,신축급 일단눌러서 사진보세요,1173,1173,서울,관악구,empty,대학12길 49,empty,UNAUTHORIZED_MEMBER
1174,김명자,75,01087376638,F,권선영,01012449982,자녀,700817-2236752,015-691776236109,대구,31,37.468536,126.936163,메인거리 화이트톤 분리형 저렴합니다,1174,1174,서울,관악구,empty,호암로22길 60,empty,UNAUTHORIZED_MEMBER
1175,김정숙,84,01083291097,F,박지영,01088064258,자녀,580128-2041342,017-512000082943,광주,16,37.465867,126.936653,저렴한 풀옵션 원룸입니다,1175,1175,서울,관악구,empty,대학12길 36,empty,UNAUTHORIZED_MEMBER
1176,이영철,88,01081144127,M,김지연,01048853744,자녀,610710-1256007,011-018740451427,산업,40,37.467794,126.933125,신림선 역세권 풀옵션 화이트톤 햇살만땅,1176,1176,서울,관악구,empty,호암로22가길 27,empty,USER
1177,강영일,71,01094410833,M,노은지,01074025494,자녀,080429-2411811,090-665544140773,카카오,35,37.467973,126.934143,리모델링 화이트톤 깔끔 신림선 가성비굿,1177,1177,서울,관악구,empty,신림로23길 68,empty,UNAUTHORIZED_MEMBER
1178,안성현,76,01007990935,M,황영길,01008540364,자녀,800807-1120283,006-070670078684,기업,33,37.467664,126.933466,서벤역10분 고시생Pick 관리비 올포함 가성비 원룸,1178,1178,서울,관악구,empty,호암로20길 25,empty,UNAUTHORIZED_MEMBER
1179,홍도윤,85,01034457963,M,양성수,01003320227,자녀,890311-1525695,011-735832953184,산업,40,37.46869,126.935057,empty,1179,1179,서울,관악구,empty,신림로21길 40,empty,USER
1180,윤정순,80,01091246011,F,김지은,01057231504,자녀,290911-1898761,002-611534987894,우리,31,37.468251,126.940452,설대생Pick 채광좋고 깔끔한 조용한 가성비 원룸,1180,1180,서울,관악구,empty,대학7길 48,empty,USER
1181,강하윤,80,01061463660,F,김정호,01069358508,자녀,640405-2860335,020-042056629121,제주,35,37.467514,126.935016,가성비 올화이트톤 깔끔,1181,1181,서울,관악구,empty,신림로21길 65,empty,USER
1182,박예진,80,01007218541,F,서예원,01030755766,자녀,270008-2065753,015-474697861305,대구,36,37.468534,126.938704,공과금 올포함,1182,1182,서울,관악구,empty,대학7길 17,empty,UNAUTHORIZED_MEMBER
1183,이옥자,83,01067091970,F,최지영,01003792922,자녀,990126-1496016,017-526737138572,광주,36,37.468515,126.939285,리모델링 화이트톤 초가성비 매물,1183,1183,서울,관악구,empty,대학7길 29,empty,USER
1184,허미정,90,01024365925,F,김영희,01084804956,자녀,930523-2673313,012-961585275318,토스,38,37.467596,126.934644,슬기로운공시의방.깔끔한집.조용한주택.학원가인접.합격의방.남쪽,1184,1184,서울,관악구,empty,신림로23길 73,empty,UNAUTHORIZED_MEMBER
1185,김지현,92,01002865744,F,조종수,01096095567,자녀,750703-1564741,012-352720668583,토스,39,37.468719,126.932914,슬기로운합격의방.행시.엘베o.깔끔분리형.깨끗한집.윌비스.베리타스,1185,1185,서울,관악구,신림동,empty,empty,USER
1186,허경희,79,01092175205,F,이건우,01032389671,자녀,100810-1705803,002-312705851746,우리,36,37.465468,126.940154,양창문 어떤대,1186,1186,서울,관악구,empty,신림로11길 123,empty,USER
1187,김숙자,77,01094639043,F,박경숙,01042522990,자녀,720509-2670696,009-054327546019,우체국,38,37.468012,126.938316,방금나온 풀옵션 지상층 원룸,1187,1187,서울,관악구,empty,신림로11길 54,empty,UNAUTHORIZED_MEMBER
1188,박지혜,82,01003423845,F,김광수,01023847523,자녀,840628-2234241,006-288895236912,기업,30,37.468525,126.939425,"화이트톤, 편의시설 완비, 지상층",1188,1188,서울,관악구,empty,대학7길 31,empty,USER
1189,윤영호,84,01014104327,M,권영일,01034129863,자녀,020604-2917073,009-906073818926,우체국,40,37.468525,126.939425,저보증금 서울대 근방 가성비 넘버원 방 나왔어요,1189,1189,서울,관악구,empty,대학7길 31,empty,UNAUTHORIZED_MEMBER
1190,윤은지,82,01087712789,F,권성민,01092714009,자녀,440313-2933568,020-663251286040,제주,39,37.464393,126.936625,주방분리형 풀옵션 원룸,1190,1190,서울,관악구,empty,대학18길 36,empty,USER
1191,나정웅,85,01074919253,M,윤영진,01005824664,자녀,000226-2988386,004-529643512803,하나,35,37.465804,126.936455,신축 풀옵션 찾으시는분에게 맞는 원룸,1191,1191,서울,관악구,empty,대학12길 40,empty,UNAUTHORIZED_MEMBER
1192,고민준,91,01090672952,M,김진호,01022622839,자녀,330510-2479457,003-056843740749,신한,38,37.467596,126.934644,"풀옵션, 유명법학원 인근, 분리형",1192,1192,서울,관악구,empty,신림로23길 73,empty,USER
1193,강준서,96,01093618851,M,박예준,01027152411,자녀,760400-2965353,008-103199635259,SC제일,35,37.468251,126.940276,"분리형, 신축, 풀옵션, 채광 맛집",1193,1193,서울,관악구,empty,대학7길 42,empty,USER
1194,이정숙,78,01062453587,F,김영순,01081575247,자녀,020604-2441986,004-531028953108,하나,30,37.46831,126.93555,대학동 깔끔한 원룸을 구하신다면,1194,1194,서울,관악구,empty,신림로19길 48,empty,USER
1195,김성진,81,01004303904,M,김재현,01036193044,자녀,070001-2862775,002-715269738305,우리,20,37.465215,126.936767,최저보증월세지상층풀옵션가스지원가성비of매물,1195,1195,서울,관악구,empty,대학12길 45,empty,USER
1196,황정수,95,01067245861,M,권영진,01007218986,자녀,590621-2366563,011-128676171505,산업,36,37.468012,126.938316,empty,1196,1196,서울,관악구,empty,신림로11길 54,empty,UNAUTHORIZED_MEMBER
1197,김성현,68,01088722203,M,장민지,01044932698,자녀,030016-1914185,014-390449500512,경남,13,37.46773,126.934839,고시원보다저렴한방공과금모두포함지상층원룸위치좋고조용한공부방,1197,1197,서울,관악구,empty,신림로21길 62,empty,UNAUTHORIZED_MEMBER
1198,최영희,66,01050356687,F,김순자,01080853538,자녀,570213-1424934,016-889514600784,전북,29,37.465359,126.938888,empty,1198,1198,서울,관악구,empty,대학21길 8,empty,USER
1199,김현주,70,01027653480,F,김상현,01083245179,자녀,770707-2613123,008-730008457797,SC제일,32,37.465301,126.937,empty,1199,1199,서울,관악구,empty,대학16길 22,empty,USER
1200,장영수,82,01087753965,M,박예원,01033034931,자녀,290020-1948668,003-306752231569,신한,25,37.46524,126.936661,최저보증월세공과금전부지원풀옵션지상층TV까지옵션가성비대장매물,1200,1200,서울,관악구,empty,대학12길 45,empty,USER
1201,김민석,89,01022049450,M,이지우,01022035080,자녀,950416-2069943,001-844103598266,국민,30,37.467664,126.933466,"남향코너건물,서울대밴처타운역도보8분,버정3분,학교옆조용하고쾌적한공간",1201,1201,서울,관악구,empty,호암로20길 25,empty,USER
1202,이승민,87,01093479851,M,이영길,01016780150,자녀,200512-1589328,013-208538895164,부산,28,37.46474,126.939417,경차 주차가능 고시촌5515버스길,1202,1202,서울,관악구,empty,대학길 149,empty,USER
1203,이지후,85,01094478291,M,홍영자,01074646134,자녀,060614-2581726,008-323437411692,SC제일,35,37.466536,126.936581,깔끔하고 넓직한 분리형 꿀매물,1203,1203,서울,관악구,empty,대학14길 22,empty,USER
1204,박승현,84,01065806353,M,김성진,01008258300,자녀,640008-1370533,007-725268122884,씨티,21,37.464762,126.936923,월세 저렴한 풀옵션원룸,1204,1204,서울,관악구,empty,대학18길 26,empty,USER
1205,안서영,93,01060321571,F,최하은,01038596506,자녀,580108-1688772,016-857014589874,전북,39,37.467794,126.933125,"올리모델링 화이트톤 단기, 반려동물, 주차 가능한 풀옵션 원룸",1205,1205,서울,관악구,empty,호암로22가길 27,empty,UNAUTHORIZED_MEMBER
1206,장지원,77,01078655231,F,황은영,01010550699,자녀,880812-2891657,013-199378316410,부산,38,37.468719,126.932914,"DY대양이 가장 좋아하는 화장실문, 냉장고 분리형 풀옵션 원룸",1206,1206,서울,관악구,신림동,empty,empty,USER
1207,손순자,81,01074965967,F,윤수민,01090921692,자녀,610207-1176021,009-658222520210,우체국,36,37.466344,126.938776,붙어 있는방 아예 없는 1.5룸 화장실 크고 창 있는 레알 꿀매물 등장,1207,1207,서울,관악구,empty,신림로11길 91,empty,UNAUTHORIZED_MEMBER
1208,최지은,81,01050354998,F,곽숙자,01076598216,자녀,910517-2252572,003-376591698997,신한,29,37.468012,126.938316,정남향 올리모델링 화이트톤 깔끔한 분리형 원룸,1208,1208,서울,관악구,empty,신림로11길 54,empty,USER
1209,강진우,82,01070158048,M,김성훈,01036586851,자녀,070300-2080863,016-188232301870,전북,21,37.465104,126.936646,저렴한 풀옵션 원룸,1209,1209,서울,관악구,empty,대학12길 51,empty,USER
1210,권경수,85,01063858927,M,박성수,01075437321,자녀,130219-2732651,007-082939844797,씨티,26,37.465104,126.936646,저렴한 풀옵션 원룸,1210,1210,서울,관악구,empty,대학12길 51,empty,UNAUTHORIZED_MEMBER
1211,김영순,84,01083191770,F,서옥자,01052446516,자녀,240005-2989278,020-367375935581,제주,22,37.464674,126.936601,저보증 풀옵션 원룸,1211,1211,서울,관악구,empty,대학18길 30,empty,USER
